,id,a1,a2,label,topic,new_topic_id
1356,1909_1875,"there is severe traffic congestion in many major cities around the world, and many lives are lost in numerous traffic related accidents. a well developed and tested autonomous vehicle system would transform how we travel.","self driving cars will reduce the amount of cars on the roads; for example, families owning 2 car today will be able to manage with 1 car only.",a1,We should promote autonomous cars,10
1357,1852_1898,"the use of multiple systems that increase the safety and detection of dangerous elements and conditions can increase the safety of self-driving cars, beyond the capabilities of a driver with the use of new technology.","we should not stop the development of autonomous cars because the underlying technology is advancing rapidly. although it is too early for broad adoption, continued research and development could make it reliable.",a1,We should promote autonomous cars,10
1358,1773_1856,"driving is, by far, the most dangerous activity a human will do in their lifetime. autonomous cars can provide a safe mode of transportation and save the lives of motorists.","it has never been possible to stop the development of high-level technologies in a free-market society. autonomous vehicle development will continue to have direct (safety, ease of use) benefits as well as indirect ones (aisystemimprovements)thatwilldrivethemarket",a1,We should promote autonomous cars,10
1359,1918_1824,autonomous cars will eliminate the need for parking as you can be dropped off and picked up later on.,"although autonomous cars are still not perfect, they are safer than human-driven cars.",a2,We should promote autonomous cars,10
1360,1797_1764,"autonomous cars will be safer than human driven vehicles. additionally, they can coordinate to reduce traffic on roads, and speed up commute times for all vehicles.","much like the 'space race', the development of autonomous cars will produce technology that can be applied to universally to solve other problems.",a1,We should promote autonomous cars,10
1361,1949_1807,don't drive - save lives - let the computer do that for you,autonomous cars will result in less road traffic since they can coordinate with each other.,a2,We should promote autonomous cars,10
1362,1815_1807,autonomous cars are not less safer than auto-pilot in airplanes.,autonomous cars will result in less road traffic since they can coordinate with each other.,a2,We should promote autonomous cars,10
1363,1904_1814,"people waste a lot of time each day driving. this time can be spent doing more productive things, while riding in an autonomous vehicle.",we should not stop the development of autonomous cars rather we should strive to make each and every car autonomous.,a1,We should promote autonomous cars,10
1364,1775_1923,"autonomous cars increase our free time, because instead of driving people can now work or engage in entertainment during their commute.",a world without traffic accidents or traffic jams is what autonomous vehicles will provide. utopia!,a2,We should promote autonomous cars,10
1365,1853_1903,autonomous vehicles will be transformative for the shipping industry and have large scale impacts on delivery costs that will benefit consumers.,autonomous vehicles have the potential to enhance the mobility and independence of the disabled and elderly populations.,a2,We should promote autonomous cars,10
1366,1900_1758,"traffic, uncertainty, road conditions and suboptimal driving procedures make automobiles today harmful to the environment. the development of autonomous vehicles will reduce congestion, polution, and enable the faster move to alternate propulsion for sustainability benefits.",autonomous vehicles will be safer especially trucks. people who say trucking is the most popular job in america are wrong and only a relatively few people will lose jobs. see https://www.marketwatch.com/story/no-truck-driver-isnt-the-most-common-job-in-your-state-2015-02-12,a1,We should promote autonomous cars,10
1367,1929_1835,"autonomous cars provide mobility also for those people who would not be able or allowed to drive anymore, such as senior citizens, people with disabilities, etc.","fully autonomous vehicles can revolutionize individual travel for long distance journeys, providing the once-heralded ease of train travel to individual users traveling on arbitrary routes.",a1,We should promote autonomous cars,10
1368,1836_1858,"autonomous cars prove to be quite efficient, and will become better over time - we must continue developing them to reach their full potential",autonomous cars are a major advance in how people will commute in the future. the concept makes sense and their development is inevitable.,a1,We should promote autonomous cars,10
1369,1759_1902,"autonomous cars will be able to drive much closer together, making traffic move much smoother and lessening traffic jams.","autonomous cars reduce the need of parking spaces, making cities more beautiful",a1,We should promote autonomous cars,10
1370,1792_1947,autonomous cars can save parking areas since the cars can continue serving other passengers,self-driving cars are not susceptible to road-rage,a1,We should promote autonomous cars,10
1371,1806_1949,"with driverless cars, overall fewer people will be killed and injured in accidents than are today with human-driven cars.",don't drive - save lives - let the computer do that for you,a1,We should promote autonomous cars,10
1372,1897_1921,autonomous cars will reduce pollution and help fight global warming,self-driving cars could reduce vehicle-related fatalities,a2,We should promote autonomous cars,10
1373,1944_1932,"autonomous cars eliminate the risks associated with drunk or otherwise inebriated drivers, who are currently responsible for a lot of car accidents.","autonomous cars eliminate problems with finding parking since they can drop you off at your destination, find a parking spot after, and then pick you up when you're done.",a1,We should promote autonomous cars,10
1374,1902_1813,"autonomous cars reduce the need of parking spaces, making cities more beautiful",autonomous cars could be very beneficial for people with disabilities.,a2,We should promote autonomous cars,10
1375,1893_1870,"as featured in ieee spectrum (october 2018), communication between autonomous cars may significantly reduce urban driving times by allowing more efficient flow of traffic through intersections.",machines are much better at obeying rules of the road and a road system with completely autonomous cars will be more safer for everyone.,a2,We should promote autonomous cars,10
1376,1837_1824,autonomous cars can reduce the traffic because multiple people can share one car,"although autonomous cars are still not perfect, they are safer than human-driven cars.",a2,We should promote autonomous cars,10
1377,1804_1827,"although it will take years until autonomous cars, we still need to invest now to be prepared for the future.","development of autonomous cars boosts the development of sensing technologies, which have a positive impact on overall safer driving.",a2,We should promote autonomous cars,10
1378,1940_1913,autonomous cars can save a lot of money because taxis will not require drivers,with self-driving cars long-distance trips experience will change completely improving the quality of the journey.,a1,We should promote autonomous cars,10
1379,1862_1751,"machines are just better than humans at executing algorithmic tasks, such as driving. as a consequence, autonomous cars will perform better than human drivers.","autonomous cars will never get tired nor be influenced by drugs and alcohol, hence they will be safer than human controlled cars.",a2,We should promote autonomous cars,10
1380,1809_1927,autonomous cars are much safer than human drivers in some situations,autonomous cars will reduce the number of traffic fatalities.,a2,We should promote autonomous cars,10
1381,1753_1824,the autonomous car is a good idea to avoid jams,"although autonomous cars are still not perfect, they are safer than human-driven cars.",a2,We should promote autonomous cars,10
1382,1752_1875,"because autonomous cars are so much safer than human drivers, their widespread adoption could save over 40,000 lives in the united states alone each year.","self driving cars will reduce the amount of cars on the roads; for example, families owning 2 car today will be able to manage with 1 car only.",a1,We should promote autonomous cars,10
1383,1830_1877,autonomous vehicle systems such as automatic emergency braking and lane keep assist have already made driving much safer. it would thus be irrational to stop development of them.,autonomous driving is at the beginning of its development and we should not stop it to learn more about pro and con of this technology.,a1,We should promote autonomous cars,10
1384,1858_1759,autonomous cars are a major advance in how people will commute in the future. the concept makes sense and their development is inevitable.,"autonomous cars will be able to drive much closer together, making traffic move much smoother and lessening traffic jams.",a2,We should promote autonomous cars,10
1385,1811_1928,autonomous vehicles will respect speed limits and guarantee safety in any single moment.,self driving cars will save the wasted time spent driving .,a1,We should promote autonomous cars,10
1386,1889_1812,autonomous cars will eliminate drivers including those under the influence of alcohol or drugs.,autonomous cars will ease people and reduce traffic,a1,We should promote autonomous cars,10
1387,1924_1838,autonomous cars will reduce car accidents at least ten fold,autonomous cars will finally end our dependency on taxi drivers,a1,We should promote autonomous cars,10
1388,1934_1912,autonomous cars will reduce fatalities as they will be better than drunk drivers,"self-driving cars could be programmed to drive very efficiently, helping the environment.",a1,We should promote autonomous cars,10
1389,1835_1804,"fully autonomous vehicles can revolutionize individual travel for long distance journeys, providing the once-heralded ease of train travel to individual users traveling on arbitrary routes.","although it will take years until autonomous cars, we still need to invest now to be prepared for the future.",a1,We should promote autonomous cars,10
1390,1894_1804,"there are no opportunities for a autonomous car to be distracted, which is a leading cause of accidents in the united states at present.","although it will take years until autonomous cars, we still need to invest now to be prepared for the future.",a1,We should promote autonomous cars,10
1391,1843_1852,"autonomous cars are going to happen. the scope can be contained to limit risks to the public, but their development is going to happen for the benefit of humanity.","the use of multiple systems that increase the safety and detection of dangerous elements and conditions can increase the safety of self-driving cars, beyond the capabilities of a driver with the use of new technology.",a2,We should promote autonomous cars,10
1392,1950_1790,"drunk driving incidents should decrease, because there's no designated driver needed when dealing with autonomous vehicle","autonomous cars are going to affect humanity in a good way, and ibm should be a driving force in this industry",a1,We should promote autonomous cars,10
1393,1869_1919,"of the 62 accidents in california involving self-driving cars in autonomous mode over the last four years, the autonomous vehicle was only responsible in one case.","by statistic, autonomous cars has already surpass human drivers in term of low accident. what is the point of stopping the development?",a1,We should promote autonomous cars,10
1394,1890_1899,autonomous cars will increase national security by allowing the state to better monitor the roads,autonomous cars will reduce the number of car accidents,a2,We should promote autonomous cars,10
1395,1752_1946,"because autonomous cars are so much safer than human drivers, their widespread adoption could save over 40,000 lives in the united states alone each year.",autonomous cars decrease the cost of maintaining a car by making driving more energy efficient and so decreasing the amount of money that needs to be spent on gas,a1,We should promote autonomous cars,10
1396,1945_1895,"autonomous car let you have all your travel time available for improving yourself by reading, listening or viewing educational content while driving cannot allows it","autonomous vehicles can be designed to know their own limitations, whereas a study from nyu found that most human drivers rate their driving skills as above average.",a2,We should promote autonomous cars,10
1397,1872_1886,"because human drivers make mistakes too, autonomous driving by ai will eventually become better than human drivers.",autonomous cars will never make accident because of being tired or drunk,a2,We should promote autonomous cars,10
1398,1892_1764,"eventually autonomous cars will be the safest cars on the road, saving lives and reducing traffic congestion.","much like the 'space race', the development of autonomous cars will produce technology that can be applied to universally to solve other problems.",a1,We should promote autonomous cars,10
1399,1760_1912,autonomous cars have already demonstrated a lower risk of accidents than human drivers in real world conditions.,"self-driving cars could be programmed to drive very efficiently, helping the environment.",a1,We should promote autonomous cars,10
1400,1925_1794,using autonomous cars at closed campuses will encourage the use of public transport.,"development of autonomous cars will also boost the development of electric cars, since those two technologies are closely related.",a2,We should promote autonomous cars,10
1401,1939_1780,"autonomous cars can help us avoid car accidents and their resulting deaths. cars are never tired, drunk, or use their cellphones, and they can calculate safe distance and speed accurately unlike humans.","thomas edison would argue to continue autonomous car development since his spirit of perseverance is captured in his famous quote: “i have not failed. i've just found 10,000 ways that won't work.”",a1,We should promote autonomous cars,10
1402,1763_1797,"we should continue the development of autonomous vehicles, but implement it in a public situation until there is no risk.","autonomous cars will be safer than human driven vehicles. additionally, they can coordinate to reduce traffic on roads, and speed up commute times for all vehicles.",a2,We should promote autonomous cars,10
1403,1938_1751,autonomous vehicles coordinating with each other will greatly decrease traffic jams and increase economic efficiency,"autonomous cars will never get tired nor be influenced by drugs and alcohol, hence they will be safer than human controlled cars.",a2,We should promote autonomous cars,10
1404,1886_1793,autonomous cars will never make accident because of being tired or drunk,autonomous cars will free people from the need to drive and allow them to pursue more valuable activities.,a1,We should promote autonomous cars,10
1405,1790_1926,"autonomous cars are going to affect humanity in a good way, and ibm should be a driving force in this industry","when roads are full of autonomous vehicles, machines will be able to communicate with each other seamlessly, so driving will become more efficient and safer for everyone.",a2,We should promote autonomous cars,10
1406,1769_1759,"driverless cars remove the cost of the time spent by a driver, which is a natural step in making transportation cheaper.","autonomous cars will be able to drive much closer together, making traffic move much smoother and lessening traffic jams.",a2,We should promote autonomous cars,10
1407,1887_1949,autonomous vehicles would increase mobility and independence for aging people who can no longer drive themselves.,don't drive - save lives - let the computer do that for you,a1,We should promote autonomous cars,10
1408,1844_1825,"autonomous cars should be developed because they're going to be much safer than human drivers: they don't drink, they don't smoke, they don't sleep, they aren't distracted.",90% of traffic accidents are due (at least partially) to human error. traffic accidents are a mayor death cause. autonomous cars will make those number drop drastically.,a2,We should promote autonomous cars,10
1409,1828_1793,"autonomous cars will allow humans to relax during commute, therefore, they are more fresh for work or enjoying family time.",autonomous cars will free people from the need to drive and allow them to pursue more valuable activities.,a2,We should promote autonomous cars,10
1410,1819_1879,autonomous vehicle will ameliorate the harm caused by car accidents.,autonomous cars will drastically reduce number of accidents.,a2,We should promote autonomous cars,10
1411,1951_1760,"with continued development, autonomous vehicles may someday drive more safely than vehicles operated by humans.",autonomous cars have already demonstrated a lower risk of accidents than human drivers in real world conditions.,a2,We should promote autonomous cars,10
1412,1878_1771,"autonomous vehicles for shipping can provide real-time shipment tracking safely as there is no driver privacy involved, nor is there information about a vehicle at rest (when it is most prone to content theft).","technological progress is inevitable. we need ambitious goals, like developing autonomous cars, to inspire young people to pursue careers in technology so that our rate of progress can continue.",a1,We should promote autonomous cars,10
1413,1882_1909,"those who support stopping the development of autonomous cars are fearful of the unknown; instead of stopping it, they should figure out what they're afraid of, and regulate the development to minimize that.","there is severe traffic congestion in many major cities around the world, and many lives are lost in numerous traffic related accidents. a well developed and tested autonomous vehicle system would transform how we travel.",a2,We should promote autonomous cars,10
1414,1831_1850,"having only autonomous cars are the road will greatly improve safety and reduce the number of fatalities, taking the human element out of the equation.",humans make mistakes when driving which cause fatalities. it is unlikely that autonomous cars will make more mistakes than humans.,a1,We should promote autonomous cars,10
1415,1755_1873,even only 5% of autonomous vehicles could have a significant impact in eliminating waste and reducing the total fuel consumption by up to 40%.,"lets face it, the machines are better at dealing with other machines, and machines dealing with cars are a lot better than people dealing with cars, so we need self-driving car.",a1,We should promote autonomous cars,10
1416,1922_1779,we should not stop the development of autonomous cars because it will be more ecological: less people will own a car themselves and the autonomous will be more reused.,"autonomous cars will be safer because they do not get drunk, nor do they take mind altering drugs, nor do they get tired.",a2,We should promote autonomous cars,10
1417,1786_1805,autonomous cars will definitely help in solving some of our accidents and fatalities in car accidents. it should also improve our quality of life as hopefully it can also alleviate congestion on highways.,"a connected car extends the eyes of the driver to have a holistic view towards the destination, thus supporting and bringing safety to autonomous cars supervised by human drivers",a1,We should promote autonomous cars,10
1418,1803_1757,"development can only be of benefit, there is no reason not to try and work on autonomous cars (cautiously!), even if eventually it fails","autonomous cars will reduce the 40,000 casualties a year (in the us alone) by two orders of magnitude. don't drive - save lives - let the computer do that for you",a2,We should promote autonomous cars,10
1419,1776_1882,autonomous vehicles do not have lapses of inattention that are the root cause of many accidents. autonomous vehicles may not text while driving. they do not get intoxicated either.,"those who support stopping the development of autonomous cars are fearful of the unknown; instead of stopping it, they should figure out what they're afraid of, and regulate the development to minimize that.",a1,We should promote autonomous cars,10
1420,1776_1822,autonomous vehicles do not have lapses of inattention that are the root cause of many accidents. autonomous vehicles may not text while driving. they do not get intoxicated either.,"more testing is needed, but autonomous cars of future would lower road rage by design. aggressive and unsafe driving is not allowed by design - just a safe drive from point a to b.",a1,We should promote autonomous cars,10
1421,1877_1799,autonomous driving is at the beginning of its development and we should not stop it to learn more about pro and con of this technology.,"autonomous cars probably won’t be perfect, but the computers they use to calculate things like stopping distance and proximity to other vehicles will make them much more reliable than a human.",a2,We should promote autonomous cars,10
1422,1793_1814,autonomous cars will free people from the need to drive and allow them to pursue more valuable activities.,we should not stop the development of autonomous cars rather we should strive to make each and every car autonomous.,a1,We should promote autonomous cars,10
1423,1750_1759,autonomous cars will reduce number of accidents since most accidents are due to a human error.,"autonomous cars will be able to drive much closer together, making traffic move much smoother and lessening traffic jams.",a1,We should promote autonomous cars,10
1424,1814_1868,we should not stop the development of autonomous cars rather we should strive to make each and every car autonomous.,"autonomous cars should be developed to provide immediate transportation access to people who would otherwise not have it, such as the elderly, infirm, disabled, children, etc.",a2,We should promote autonomous cars,10
1425,1784_1948,"autonomous cars are not quite ready to deploy, but they will be safer than human-driven cars.","humans are terrible drivers, inattentive and inexact in our usage, whilst self-driving cars will be far more reliable.",a2,We should promote autonomous cars,10
1426,1947_1809,self-driving cars are not susceptible to road-rage,autonomous cars are much safer than human drivers in some situations,a2,We should promote autonomous cars,10
1427,1876_1770,"in 2015, motor vehicle accidents were the second leading cause among accidental deaths in the us. motor vehicle accidents accounted for 35k deaths. self-driving cars, especially if deployed en masse, can prevent many deaths.","humans are notoriously bad drivers so even if autonomous vehicles are not yet perfect, over time they can significantly improve accident rates, congestion, pollution, and reduce insurance costs.",a1,We should promote autonomous cars,10
1428,1931_1787,"self-driving cars will ultimately respond better than human drivers, resulting in safer and less congested roads. extra bonus comes in the form of providing more time to people to read books.",autonomous vehicles provide a significant challenge to science and engineering that will make transportation safer and benefit society beyond transportation just like the race to put a man on the moon.,a1,We should promote autonomous cars,10
1429,1826_1774,"autonomous cars allow us to be less distracted from the traffic and congested roads. therefore, we should promote the development of autonomous cars.","autonomous cars will be more efficient, allowing the easy sharing of vehicles in a metropolitan area, also reducing miles driven, energy usage and pollution.",a2,We should promote autonomous cars,10
1430,1938_1914,autonomous vehicles coordinating with each other will greatly decrease traffic jams and increase economic efficiency,wide acceptance of self driving cars will allow people give up personal cars and switch to public transportation service,a1,We should promote autonomous cars,10
1431,1921_1848,self-driving cars could reduce vehicle-related fatalities,"autonomous cars will eliminate human errors, and reduce the accident rate significantly",a2,We should promote autonomous cars,10
1432,1935_1761,"autonomous cars will improve safety and vastly reduce the number of auto accidents, as a majority of accidents are attributed to human error.","autonomous cars will enable people who cannot otherwise drive, such as those with medical disabilities, to get around and make more things accessible for them.",a1,We should promote autonomous cars,10
1433,1785_1862,"the technology for driverless cars will mature over time, similarly to many other technologies we use every day.","machines are just better than humans at executing algorithmic tasks, such as driving. as a consequence, autonomous cars will perform better than human drivers.",a2,We should promote autonomous cars,10
1434,1923_1789,a world without traffic accidents or traffic jams is what autonomous vehicles will provide. utopia!,autonomous cars can potentially communicate with one another and create a safe driving environment decreasing accidents significantly.,a2,We should promote autonomous cars,10
1435,1937_1751,autonomous cars are likely to reduce the total number of accidents as they are largely unaffected by distraction or incapacitation of human drivers.,"autonomous cars will never get tired nor be influenced by drugs and alcohol, hence they will be safer than human controlled cars.",a1,We should promote autonomous cars,10
1436,1920_1814,"using autonomous cars with better communication technology we can eradicate lights at junctions in favour of free-flowing traffic, eradicating many queues and reducing environmental impact of cars.",we should not stop the development of autonomous cars rather we should strive to make each and every car autonomous.,a1,We should promote autonomous cars,10
1437,1919_1770,"by statistic, autonomous cars has already surpass human drivers in term of low accident. what is the point of stopping the development?","humans are notoriously bad drivers so even if autonomous vehicles are not yet perfect, over time they can significantly improve accident rates, congestion, pollution, and reduce insurance costs.",a2,We should promote autonomous cars,10
1438,1777_1876,"even if one has concerns about the deployment of autonomous cars, stopping their development is unwise because new things can be learned and it is likely they have some future role to play.","in 2015, motor vehicle accidents were the second leading cause among accidental deaths in the us. motor vehicle accidents accounted for 35k deaths. self-driving cars, especially if deployed en masse, can prevent many deaths.",a2,We should promote autonomous cars,10
1439,1814_1806,we should not stop the development of autonomous cars rather we should strive to make each and every car autonomous.,"with driverless cars, overall fewer people will be killed and injured in accidents than are today with human-driven cars.",a2,We should promote autonomous cars,10
1440,1751_1857,"autonomous cars will never get tired nor be influenced by drugs and alcohol, hence they will be safer than human controlled cars.","humans have sensory organs like eyes and ears in fixed locations, leading to blind spots, but an autonomous car can have 360-degree visibility.",a1,We should promote autonomous cars,10
1441,1898_1916,"we should not stop the development of autonomous cars because the underlying technology is advancing rapidly. although it is too early for broad adoption, continued research and development could make it reliable.",trying to stop the development of autonomous cars is equivalent to trying to stop the development of regular cars 100 years ago. you cannot stop technological progress.,a1,We should promote autonomous cars,10
1442,1799_1873,"autonomous cars probably won’t be perfect, but the computers they use to calculate things like stopping distance and proximity to other vehicles will make them much more reliable than a human.","lets face it, the machines are better at dealing with other machines, and machines dealing with cars are a lot better than people dealing with cars, so we need self-driving car.",a1,We should promote autonomous cars,10
1443,1774_1769,"autonomous cars will be more efficient, allowing the easy sharing of vehicles in a metropolitan area, also reducing miles driven, energy usage and pollution.","driverless cars remove the cost of the time spent by a driver, which is a natural step in making transportation cheaper.",a1,We should promote autonomous cars,10
1444,1911_1885,"cars are not used for most of their ""life"", mainly being ""clutter"" on the sides of our roads, autonomous vehicles will need fewer cars, taking less space.","there is no reason to stop the development of autonomous cars; this can only benefit the human race by enabling more transportation options for the elderly, kids, etc.",a2,We should promote autonomous cars,10
1445,1765_1794,"autonomous cars offer the mobility we crave with a persistent safety aspect to reduce the senseless deaths caused by impaired, distracted or tired drivers.","development of autonomous cars will also boost the development of electric cars, since those two technologies are closely related.",a1,We should promote autonomous cars,10
1446,1952_1782,autonomous cars will result in improved traffic flow since cars at traffic lights will be able to move forward simultaneously.,if all cars on every road were autonomous vehicles then human error would be eliminated and the roads would become much safer places.,a2,We should promote autonomous cars,10
1447,1860_1936,"research into the development of fully autonomous vehicles will invariably produce breakthroughs in sensor technology, machine vision, and other related domains that will find application in other fields benefitting society.",autonomous cars can enable much cheaper taxi services due to disposing the need to pay a driver. thus making convenient and efficient transportation available to people who cannot afford to own a vehicle.,a1,We should promote autonomous cars,10
1448,1872_1944,"because human drivers make mistakes too, autonomous driving by ai will eventually become better than human drivers.","autonomous cars eliminate the risks associated with drunk or otherwise inebriated drivers, who are currently responsible for a lot of car accidents.",a2,We should promote autonomous cars,10
1449,1765_1826,"autonomous cars offer the mobility we crave with a persistent safety aspect to reduce the senseless deaths caused by impaired, distracted or tired drivers.","autonomous cars allow us to be less distracted from the traffic and congested roads. therefore, we should promote the development of autonomous cars.",a1,We should promote autonomous cars,10
1450,1829_1862,the safety of autonomous cars will be less of an issue as the infrastructure and technology evolve.,"machines are just better than humans at executing algorithmic tasks, such as driving. as a consequence, autonomous cars will perform better than human drivers.",a2,We should promote autonomous cars,10
1451,1874_1808,communication between autonomous cars will reduce the number of traffic accidents.,autonomous cars will give people who are blind a great expansion in independence and quality of life.,a1,We should promote autonomous cars,10
1452,1811_1906,autonomous vehicles will respect speed limits and guarantee safety in any single moment.,the autonomous cars will reduce the traffic with their efficiency.,a1,We should promote autonomous cars,10
1453,1800_1785,"communication between autonomous cars will enable them to more efficiently plan traffic flow, thereby reducing congestion, reducing travel time, and saving energy.","the technology for driverless cars will mature over time, similarly to many other technologies we use every day.",a1,We should promote autonomous cars,10
1454,1778_1831,"if all human drivers are replaced by autonomous vehicles, there will no longer be a need for traffic lights and other traffic management systems which add significant overhead to all driving.","having only autonomous cars are the road will greatly improve safety and reduce the number of fatalities, taking the human element out of the equation.",a2,We should promote autonomous cars,10
1455,1911_1770,"cars are not used for most of their ""life"", mainly being ""clutter"" on the sides of our roads, autonomous vehicles will need fewer cars, taking less space.","humans are notoriously bad drivers so even if autonomous vehicles are not yet perfect, over time they can significantly improve accident rates, congestion, pollution, and reduce insurance costs.",a2,We should promote autonomous cars,10
1456,1815_1927,autonomous cars are not less safer than auto-pilot in airplanes.,autonomous cars will reduce the number of traffic fatalities.,a2,We should promote autonomous cars,10
1457,1816_1898,autonomous cars will bring remedy to spatial problems in cities. they will simplify car sharing such that the need for parking lots will be decreased substantially.,"we should not stop the development of autonomous cars because the underlying technology is advancing rapidly. although it is too early for broad adoption, continued research and development could make it reliable.",a1,We should promote autonomous cars,10
1458,1858_1773,autonomous cars are a major advance in how people will commute in the future. the concept makes sense and their development is inevitable.,"driving is, by far, the most dangerous activity a human will do in their lifetime. autonomous cars can provide a safe mode of transportation and save the lives of motorists.",a2,We should promote autonomous cars,10
1459,1765_1942,"autonomous cars offer the mobility we crave with a persistent safety aspect to reduce the senseless deaths caused by impaired, distracted or tired drivers.","autonomous cars will eliminate parking lots in urban cities, creating more green space, which in turn generates cleaner air.",a1,We should promote autonomous cars,10
1460,1887_1841,autonomous vehicles would increase mobility and independence for aging people who can no longer drive themselves.,autonomous cars will be a significant contributor to solving the issue of greenhouse gas emissions and climate change.,a2,We should promote autonomous cars,10
1461,1790_1952,"autonomous cars are going to affect humanity in a good way, and ibm should be a driving force in this industry",autonomous cars will result in improved traffic flow since cars at traffic lights will be able to move forward simultaneously.,a2,We should promote autonomous cars,10
1462,1815_1905,autonomous cars are not less safer than auto-pilot in airplanes.,"self-driving cars don't get tired, angry, frustrated or drunk",a2,We should promote autonomous cars,10
1463,1945_1797,"autonomous car let you have all your travel time available for improving yourself by reading, listening or viewing educational content while driving cannot allows it","autonomous cars will be safer than human driven vehicles. additionally, they can coordinate to reduce traffic on roads, and speed up commute times for all vehicles.",a2,We should promote autonomous cars,10
1464,1758_1939,autonomous vehicles will be safer especially trucks. people who say trucking is the most popular job in america are wrong and only a relatively few people will lose jobs. see https://www.marketwatch.com/story/no-truck-driver-isnt-the-most-common-job-in-your-state-2015-02-12,"autonomous cars can help us avoid car accidents and their resulting deaths. cars are never tired, drunk, or use their cellphones, and they can calculate safe distance and speed accurately unlike humans.",a2,We should promote autonomous cars,10
1465,1936_1786,autonomous cars can enable much cheaper taxi services due to disposing the need to pay a driver. thus making convenient and efficient transportation available to people who cannot afford to own a vehicle.,autonomous cars will definitely help in solving some of our accidents and fatalities in car accidents. it should also improve our quality of life as hopefully it can also alleviate congestion on highways.,a2,We should promote autonomous cars,10
1466,1773_1881,"driving is, by far, the most dangerous activity a human will do in their lifetime. autonomous cars can provide a safe mode of transportation and save the lives of motorists.","the news is full of stories in which poor driver decisions, drivers falling asleep, etc. cause the loss of many human lives, and this can be addressed by autonomous cars.",a1,We should promote autonomous cars,10
1467,1931_1834,"self-driving cars will ultimately respond better than human drivers, resulting in safer and less congested roads. extra bonus comes in the form of providing more time to people to read books.","technology development is inevitable, and we should not stop the development of self-driving cars, but work to understand the ramifications and consequences of what we are designing and deploying.",a1,We should promote autonomous cars,10
1468,1767_1822,"as long as human kind exist in this world, there is need for transportation, however having autonomous vehicle would let human to spend time on gaining new skills beyond just driving.","more testing is needed, but autonomous cars of future would lower road rage by design. aggressive and unsafe driving is not allowed by design - just a safe drive from point a to b.",a2,We should promote autonomous cars,10
1469,1928_1890,self driving cars will save the wasted time spent driving .,autonomous cars will increase national security by allowing the state to better monitor the roads,a2,We should promote autonomous cars,10
1470,1946_1764,autonomous cars decrease the cost of maintaining a car by making driving more energy efficient and so decreasing the amount of money that needs to be spent on gas,"much like the 'space race', the development of autonomous cars will produce technology that can be applied to universally to solve other problems.",a1,We should promote autonomous cars,10
1471,1842_1834,"an ""autonomous vehicle"" has an array of sensors and processing a computing system have capabilities beyond ones of humans. the ethical components are edge cases not caused by ai but rather humans driving causing issues","technology development is inevitable, and we should not stop the development of self-driving cars, but work to understand the ramifications and consequences of what we are designing and deploying.",a1,We should promote autonomous cars,10
1472,1788_1937,"drivers admitted failure to report collisions at 29%. therefore, flipping the switch on autonomous cars would achieve 0% improvement in reported crashes - actually a 29% decrease.",autonomous cars are likely to reduce the total number of accidents as they are largely unaffected by distraction or incapacitation of human drivers.,a2,We should promote autonomous cars,10
1473,1871_1894,early teething problems cannot be a reason to judge a technology's potential. we should accelerate development of autonomous cars so fewer humans are on the road to cause accidents,"there are no opportunities for a autonomous car to be distracted, which is a leading cause of accidents in the united states at present.",a2,We should promote autonomous cars,10
1474,1828_1868,"autonomous cars will allow humans to relax during commute, therefore, they are more fresh for work or enjoying family time.","autonomous cars should be developed to provide immediate transportation access to people who would otherwise not have it, such as the elderly, infirm, disabled, children, etc.",a2,We should promote autonomous cars,10
1475,1904_1794,"people waste a lot of time each day driving. this time can be spent doing more productive things, while riding in an autonomous vehicle.","development of autonomous cars will also boost the development of electric cars, since those two technologies are closely related.",a1,We should promote autonomous cars,10
1476,1789_1940,autonomous cars can potentially communicate with one another and create a safe driving environment decreasing accidents significantly.,autonomous cars can save a lot of money because taxis will not require drivers,a1,We should promote autonomous cars,10
1477,1953_1761,"autonomous cars will enable many improvements to our travel, such as significantly reducing road congestion through guided, coordinated traffic flow.","autonomous cars will enable people who cannot otherwise drive, such as those with medical disabilities, to get around and make more things accessible for them.",a2,We should promote autonomous cars,10
1478,1953_1889,"autonomous cars will enable many improvements to our travel, such as significantly reducing road congestion through guided, coordinated traffic flow.",autonomous cars will eliminate drivers including those under the influence of alcohol or drugs.,a2,We should promote autonomous cars,10
1479,1752_1778,"because autonomous cars are so much safer than human drivers, their widespread adoption could save over 40,000 lives in the united states alone each year.","if all human drivers are replaced by autonomous vehicles, there will no longer be a need for traffic lights and other traffic management systems which add significant overhead to all driving.",a1,We should promote autonomous cars,10
1480,1802_1765,taking power naps in autonomous cars is much better than in traditional cars - especially when you are the driver,"autonomous cars offer the mobility we crave with a persistent safety aspect to reduce the senseless deaths caused by impaired, distracted or tired drivers.",a2,We should promote autonomous cars,10
1481,1893_1757,"as featured in ieee spectrum (october 2018), communication between autonomous cars may significantly reduce urban driving times by allowing more efficient flow of traffic through intersections.","autonomous cars will reduce the 40,000 casualties a year (in the us alone) by two orders of magnitude. don't drive - save lives - let the computer do that for you",a2,We should promote autonomous cars,10
1482,1904_1802,"people waste a lot of time each day driving. this time can be spent doing more productive things, while riding in an autonomous vehicle.",taking power naps in autonomous cars is much better than in traditional cars - especially when you are the driver,a1,We should promote autonomous cars,10
