id,a1,a2,label,topic,new_topic_id
3211_3212,"gambling has good attributes to it. it does make people happy, often reduces pressure, and gives people hope. the latter is especially true for the poor - whose lives are otherwise often hopeless.","gambling is massively beneficial for a state's economy, since it benefits foreign tourism and creates lots of jobs, while the overall amount of money spent is fairly small.",a2,Gambling should not be banned,1
3213_3214,gambling can give hope to many people. knowing that i might have a chance of winning and turning my life around is beneficial to me and helps me live my life even if its unlikely,people should be free to spend their money how they choose. gambling does not create unique harms when compared to other types of legal vices. it is a form of entertainment.,a2,Gambling should not be banned,1
3199_3215,"banning gambling won't stop the phenomena. it will only enhance illegal underground gambling. giving that, the supervision on gambling will be much harder and people will get harm more severly",it provides most of the individuals that gamble with a huge amount of happiness and the states responsibility is to maximize happiness throughout the population,a1,Gambling should not be banned,1
3216_3201,casinos can revive economically depressed areas by encouraging the creation of infrastructure that is useful for businesses besides casinos.,"most people don't spend a lot (and we can even cap the amount), and then the gov damages almost don't happen",a1,Gambling should not be banned,1
3217_3218,"gambling provide hope to the poor, incentives tham to find a job, any job, and earn money.","gambling is a great form of voluntary taxation, the revenue enables better welfare and infrastructure in impoverished neighborhoods.",a2,Gambling should not be banned,1
3218_3219,"gambling is a great form of voluntary taxation, the revenue enables better welfare and infrastructure in impoverished neighborhoods.","gambling does help people. some people win, and the money they get improve their life.",a1,Gambling should not be banned,1
3213_3220,gambling can give hope to many people. knowing that i might have a chance of winning and turning my life around is beneficial to me and helps me live my life even if its unlikely,"people are rational beings and the ""addictive nature"" of gambling isn't significantly more extreme than that of alcohol, cigarettes or fast food. given that, banning gambling is an illegitimate violation of people's freedom of choice.",a2,Gambling should not be banned,1
3221_3204,in many cases it gives people hope that they can get out of their situation. life is very depressing when you don't have hope.,banning gambling will only push gambling onto the internet where it will be harder to oversee and prevent minors from participating.,a2,Gambling should not be banned,1
3213_3222,gambling can give hope to many people. knowing that i might have a chance of winning and turning my life around is beneficial to me and helps me live my life even if its unlikely,"everyone knows people are not likely to get rich via gambling, because the risk is very substantial, so gamblers know exactly what they are going into and are informed enough in order to do so",a2,Gambling should not be banned,1
3215_3223,it provides most of the individuals that gamble with a huge amount of happiness and the states responsibility is to maximize happiness throughout the population,people have a right to pursue happiness as they see fit as long as they hurt no one but themselves. gambling is protected under that right.,a2,Gambling should not be banned,1
3215_3197,it provides most of the individuals that gamble with a huge amount of happiness and the states responsibility is to maximize happiness throughout the population,"supervised reasonable gambling, done under strict restrictions that protects the gambler, is very enjoyable and enriches the gamblers life. it is not more wasteful then going to a fancy restaurant.",a2,Gambling should not be banned,1
3224_3221,casinos are generally touristic sites drawing more tourists into the country who spend money that strengthen the economy and state funds,in many cases it gives people hope that they can get out of their situation. life is very depressing when you don't have hope.,a1,Gambling should not be banned,1
3225_3226,"if we ban gambling, addicted gamblers will go to illegal gambling sites, and so we as a government will lose any and all of our ways to regulate the harm done to them.","gambling is the current employment of many specialized workeea, many of which are old, and so thay probably won't be able to find a good job after the banning of gambling.",a1,Gambling should not be banned,1
3227_3222,"legal gambling will insert a lot of money to the government, as tax revenues. given that people will continue gamble even when it is forbidden, it is better that the state will earn from this.","everyone knows people are not likely to get rich via gambling, because the risk is very substantial, so gamblers know exactly what they are going into and are informed enough in order to do so",a1,Gambling should not be banned,1
3199_3211,"banning gambling won't stop the phenomena. it will only enhance illegal underground gambling. giving that, the supervision on gambling will be much harder and people will get harm more severly","gambling has good attributes to it. it does make people happy, often reduces pressure, and gives people hope. the latter is especially true for the poor - whose lives are otherwise often hopeless.",a1,Gambling should not be banned,1
3228_3196,"it is much easier to supervise legal places. otherwise people who need money will go to underground gambling places, where it is much more likely they'll get involved with crime and violence","government has no right to regulate citizen behavior unless there are third party harms, gambling only has the potential to harm the person doing the gambling since it is there money.",a2,Gambling should not be banned,1
3229_3230,"people are allowed to make bad decisions. people know that gambling is unlikely to yield rewards and could be addictive, but they choose to do it anyway and thats a legitimate choice","when gambling is banned, it still happens illegally, given that people still want to gamble and illegal organizations can benefit. in those instances, the violence suffered by those who can't pay is much worse.",a2,Gambling should not be banned,1
3231_3228,"gamblers know that they are likely to lose money, they do it because they enjoy the leisure activity and would be spending that money on other attractions anyway.","it is much easier to supervise legal places. otherwise people who need money will go to underground gambling places, where it is much more likely they'll get involved with crime and violence",a2,Gambling should not be banned,1
3200_3198,"gambling, much like any other game, is also a form of entertainment which certain people enjoy because of its risk. therefore, we should allow it.",it is unfair to punish the gambling industry and gamblers for associated crime since they do not cause it and criminals should be punished regardless.,a1,Gambling should not be banned,1
3232_3230,"people should be allowed to take risks, even if they're unlikely to pay off. just like taking on dangerous jobs like the army, which gamble with their life,people should be allowed gamble for high rewards","when gambling is banned, it still happens illegally, given that people still want to gamble and illegal organizations can benefit. in those instances, the violence suffered by those who can't pay is much worse.",a2,Gambling should not be banned,1
3230_3233,"when gambling is banned, it still happens illegally, given that people still want to gamble and illegal organizations can benefit. in those instances, the violence suffered by those who can't pay is much worse.","legal gambling helps minimize a black market. this means the government has the ability to regulate gambling loans, who gets to gamble etc and is much better than private mafias being responsible",a1,Gambling should not be banned,1
3223_3207,people have a right to pursue happiness as they see fit as long as they hurt no one but themselves. gambling is protected under that right.,if the government bans gambling then it will no longer be able to collect high taxes that it puts into public spending.,a1,Gambling should not be banned,1
3234_3216,people do know the possible harms and benefits. they should be able to choose.,casinos can revive economically depressed areas by encouraging the creation of infrastructure that is useful for businesses besides casinos.,a2,Gambling should not be banned,1
3232_3225,"people should be allowed to take risks, even if they're unlikely to pay off. just like taking on dangerous jobs like the army, which gamble with their life,people should be allowed gamble for high rewards","if we ban gambling, addicted gamblers will go to illegal gambling sites, and so we as a government will lose any and all of our ways to regulate the harm done to them.",a2,Gambling should not be banned,1
3219_3235,"gambling does help people. some people win, and the money they get improve their life.",we should not ban gambling because there is no evidence that it makes cities less safe or causes crime.,a2,Gambling should not be banned,1
3234_3236,people do know the possible harms and benefits. they should be able to choose.,"many people gamble, making it a possibility for a prosperous source of market.",a1,Gambling should not be banned,1
3208_3227,i didn't agree for the state to limit my autonomy if it hurts only myself and it does so this is a section in a contract that i didn't agree upon and would be nullified,"legal gambling will insert a lot of money to the government, as tax revenues. given that people will continue gamble even when it is forbidden, it is better that the state will earn from this.",a2,Gambling should not be banned,1
3227_3237,"legal gambling will insert a lot of money to the government, as tax revenues. given that people will continue gamble even when it is forbidden, it is better that the state will earn from this.","gambling is a generally low-risk way to help poor people maintain hope of having a better life, for example by purchasing the winning ticket - it doesn't cost much but can make a huge difference",a1,Gambling should not be banned,1
3215_3224,it provides most of the individuals that gamble with a huge amount of happiness and the states responsibility is to maximize happiness throughout the population,casinos are generally touristic sites drawing more tourists into the country who spend money that strengthen the economy and state funds,a2,Gambling should not be banned,1
3205_3237,"people should have the right to do whatever they want with their money, even risking it, especially in gambling where they know that it is likely they will lose their money","gambling is a generally low-risk way to help poor people maintain hope of having a better life, for example by purchasing the winning ticket - it doesn't cost much but can make a huge difference",a1,Gambling should not be banned,1
3228_3206,"it is much easier to supervise legal places. otherwise people who need money will go to underground gambling places, where it is much more likely they'll get involved with crime and violence","hard to help those in need. a black market is likely to be formed, but now we won't know who the gamblers are, and won't be able to provide help to their suffering family.",a1,Gambling should not be banned,1
3238_3197,"people know that gambling can be addictive and a wast of money, but if they still freely chose to participle in this, it's their choise.","supervised reasonable gambling, done under strict restrictions that protects the gambler, is very enjoyable and enriches the gamblers life. it is not more wasteful then going to a fancy restaurant.",a2,Gambling should not be banned,1
3196_3223,"government has no right to regulate citizen behavior unless there are third party harms, gambling only has the potential to harm the person doing the gambling since it is there money.",people have a right to pursue happiness as they see fit as long as they hurt no one but themselves. gambling is protected under that right.,a1,Gambling should not be banned,1
3237_3228,"gambling is a generally low-risk way to help poor people maintain hope of having a better life, for example by purchasing the winning ticket - it doesn't cost much but can make a huge difference","it is much easier to supervise legal places. otherwise people who need money will go to underground gambling places, where it is much more likely they'll get involved with crime and violence",a2,Gambling should not be banned,1
3201_3239,"most people don't spend a lot (and we can even cap the amount), and then the gov damages almost don't happen",gambling is a meaningful way for people to unwind and have fun either alone or with friends.,a2,Gambling should not be banned,1
3240_3234,"most people don't get addicted, we hurt the majority to ""save a few people""",people do know the possible harms and benefits. they should be able to choose.,a2,Gambling should not be banned,1
3226_3212,"gambling is the current employment of many specialized workeea, many of which are old, and so thay probably won't be able to find a good job after the banning of gambling.","gambling is massively beneficial for a state's economy, since it benefits foreign tourism and creates lots of jobs, while the overall amount of money spent is fairly small.",a2,Gambling should not be banned,1
3216_3219,casinos can revive economically depressed areas by encouraging the creation of infrastructure that is useful for businesses besides casinos.,"gambling does help people. some people win, and the money they get improve their life.",a1,Gambling should not be banned,1
3201_3224,"most people don't spend a lot (and we can even cap the amount), and then the gov damages almost don't happen",casinos are generally touristic sites drawing more tourists into the country who spend money that strengthen the economy and state funds,a2,Gambling should not be banned,1
3222_3196,"everyone knows people are not likely to get rich via gambling, because the risk is very substantial, so gamblers know exactly what they are going into and are informed enough in order to do so","government has no right to regulate citizen behavior unless there are third party harms, gambling only has the potential to harm the person doing the gambling since it is there money.",a2,Gambling should not be banned,1
3238_3210,"people know that gambling can be addictive and a wast of money, but if they still freely chose to participle in this, it's their choise.","we believe people have the ability to choose for themselves whether or not to take that risk, after considering the pros and cons of gambling.",a2,Gambling should not be banned,1
3208_3230,i didn't agree for the state to limit my autonomy if it hurts only myself and it does so this is a section in a contract that i didn't agree upon and would be nullified,"when gambling is banned, it still happens illegally, given that people still want to gamble and illegal organizations can benefit. in those instances, the violence suffered by those who can't pay is much worse.",a2,Gambling should not be banned,1
3199_3206,"banning gambling won't stop the phenomena. it will only enhance illegal underground gambling. giving that, the supervision on gambling will be much harder and people will get harm more severly","hard to help those in need. a black market is likely to be formed, but now we won't know who the gamblers are, and won't be able to provide help to their suffering family.",a1,Gambling should not be banned,1
3198_3212,it is unfair to punish the gambling industry and gamblers for associated crime since they do not cause it and criminals should be punished regardless.,"gambling is massively beneficial for a state's economy, since it benefits foreign tourism and creates lots of jobs, while the overall amount of money spent is fairly small.",a2,Gambling should not be banned,1
3241_3242,"people are free to choose where to spend their money, we don't have any right to stop them",we should not ban gambling because there is no compelling public interest not to have people gambling.,a1,Gambling should not be banned,1
3213_3225,gambling can give hope to many people. knowing that i might have a chance of winning and turning my life around is beneficial to me and helps me live my life even if its unlikely,"if we ban gambling, addicted gamblers will go to illegal gambling sites, and so we as a government will lose any and all of our ways to regulate the harm done to them.",a2,Gambling should not be banned,1
3215_3212,it provides most of the individuals that gamble with a huge amount of happiness and the states responsibility is to maximize happiness throughout the population,"gambling is massively beneficial for a state's economy, since it benefits foreign tourism and creates lots of jobs, while the overall amount of money spent is fairly small.",a2,Gambling should not be banned,1
3243_3200,"many activities can be done in a dangerous or irresponsible way (like driving or mountain climbing), just because some people make bad decisions does not mean you should punish everyone.","gambling, much like any other game, is also a form of entertainment which certain people enjoy because of its risk. therefore, we should allow it.",a2,Gambling should not be banned,1
3244_3210,not all gambling is addictive in an absolute kind of way. lottery is an example for a moderate way of gambling.,"we believe people have the ability to choose for themselves whether or not to take that risk, after considering the pros and cons of gambling.",a2,Gambling should not be banned,1
3217_3204,"gambling provide hope to the poor, incentives tham to find a job, any job, and earn money.",banning gambling will only push gambling onto the internet where it will be harder to oversee and prevent minors from participating.,a2,Gambling should not be banned,1
3207_3218,if the government bans gambling then it will no longer be able to collect high taxes that it puts into public spending.,"gambling is a great form of voluntary taxation, the revenue enables better welfare and infrastructure in impoverished neighborhoods.",a2,Gambling should not be banned,1
3224_3198,casinos are generally touristic sites drawing more tourists into the country who spend money that strengthen the economy and state funds,it is unfair to punish the gambling industry and gamblers for associated crime since they do not cause it and criminals should be punished regardless.,a1,Gambling should not be banned,1
3231_3221,"gamblers know that they are likely to lose money, they do it because they enjoy the leisure activity and would be spending that money on other attractions anyway.",in many cases it gives people hope that they can get out of their situation. life is very depressing when you don't have hope.,a1,Gambling should not be banned,1
3245_3246,we should not ban gambling because it is unenforceable and undermines people's respect for the law as a whole.,we should not ban gambling because it drives gambling online where there is no regulation and where addicts are more easily taken advantage of.,a2,Gambling should not be banned,1
3216_3221,casinos can revive economically depressed areas by encouraging the creation of infrastructure that is useful for businesses besides casinos.,in many cases it gives people hope that they can get out of their situation. life is very depressing when you don't have hope.,a1,Gambling should not be banned,1
3202_3247,it's going to happen anyway in a black market. we need regulation,there will be a black market and it's better if it is regulated,a2,Gambling should not be banned,1
3204_3198,banning gambling will only push gambling onto the internet where it will be harder to oversee and prevent minors from participating.,it is unfair to punish the gambling industry and gamblers for associated crime since they do not cause it and criminals should be punished regardless.,a1,Gambling should not be banned,1
3232_3248,"people should be allowed to take risks, even if they're unlikely to pay off. just like taking on dangerous jobs like the army, which gamble with their life,people should be allowed gamble for high rewards","while incredibly unlikely, some people do win large sums of money at gambling. the benefit to these people is huge and can turn their life around and its their right to try and achieve it",a1,Gambling should not be banned,1
3216_3217,casinos can revive economically depressed areas by encouraging the creation of infrastructure that is useful for businesses besides casinos.,"gambling provide hope to the poor, incentives tham to find a job, any job, and earn money.",a1,Gambling should not be banned,1
3244_3223,not all gambling is addictive in an absolute kind of way. lottery is an example for a moderate way of gambling.,people have a right to pursue happiness as they see fit as long as they hurt no one but themselves. gambling is protected under that right.,a2,Gambling should not be banned,1
3232_3220,"people should be allowed to take risks, even if they're unlikely to pay off. just like taking on dangerous jobs like the army, which gamble with their life,people should be allowed gamble for high rewards","people are rational beings and the ""addictive nature"" of gambling isn't significantly more extreme than that of alcohol, cigarettes or fast food. given that, banning gambling is an illegitimate violation of people's freedom of choice.",a2,Gambling should not be banned,1
3215_3200,it provides most of the individuals that gamble with a huge amount of happiness and the states responsibility is to maximize happiness throughout the population,"gambling, much like any other game, is also a form of entertainment which certain people enjoy because of its risk. therefore, we should allow it.",a2,Gambling should not be banned,1
3204_3215,banning gambling will only push gambling onto the internet where it will be harder to oversee and prevent minors from participating.,it provides most of the individuals that gamble with a huge amount of happiness and the states responsibility is to maximize happiness throughout the population,a1,Gambling should not be banned,1
3241_3236,"people are free to choose where to spend their money, we don't have any right to stop them","many people gamble, making it a possibility for a prosperous source of market.",a1,Gambling should not be banned,1
3226_3199,"gambling is the current employment of many specialized workeea, many of which are old, and so thay probably won't be able to find a good job after the banning of gambling.","banning gambling won't stop the phenomena. it will only enhance illegal underground gambling. giving that, the supervision on gambling will be much harder and people will get harm more severly",a2,Gambling should not be banned,1
3228_3212,"it is much easier to supervise legal places. otherwise people who need money will go to underground gambling places, where it is much more likely they'll get involved with crime and violence","gambling is massively beneficial for a state's economy, since it benefits foreign tourism and creates lots of jobs, while the overall amount of money spent is fairly small.",a2,Gambling should not be banned,1
3249_3245,"we should not ban gambling because it forces people to gamble in illegal establishments owned by organized crime, and which pay no taxes.",we should not ban gambling because it is unenforceable and undermines people's respect for the law as a whole.,a1,Gambling should not be banned,1
3243_3210,"many activities can be done in a dangerous or irresponsible way (like driving or mountain climbing), just because some people make bad decisions does not mean you should punish everyone.","we believe people have the ability to choose for themselves whether or not to take that risk, after considering the pros and cons of gambling.",a2,Gambling should not be banned,1
3250_3248,underground gambling is easily connected to the gray and black market. the same people organised and benefit from both. banning gambling will push the gamblers to be involved in the gray market for continue gambling.,"while incredibly unlikely, some people do win large sums of money at gambling. the benefit to these people is huge and can turn their life around and its their right to try and achieve it",a1,Gambling should not be banned,1
3251_3252,"people gamble in sums they can afford to lose. they care more for their children well being and having food, over some promise of money that never comes true, so they only spend a little.","the vast majority of people who gamble mostly have a fun, memorable experience and don't lose significant amounts of money. it makes sense to prioritize that over the small minority that does get harmed.",a2,Gambling should not be banned,1
3226_3253,"gambling is the current employment of many specialized workeea, many of which are old, and so thay probably won't be able to find a good job after the banning of gambling.","if we will forbid gambling, people will go to gamble on the black market, where most of the money goes to criminal organizations and sanctions on those who do not pay are much more serious.",a2,Gambling should not be banned,1
3250_3225,underground gambling is easily connected to the gray and black market. the same people organised and benefit from both. banning gambling will push the gamblers to be involved in the gray market for continue gambling.,"if we ban gambling, addicted gamblers will go to illegal gambling sites, and so we as a government will lose any and all of our ways to regulate the harm done to them.",a2,Gambling should not be banned,1
3217_3254,"gambling provide hope to the poor, incentives tham to find a job, any job, and earn money.","banning is never a solution. to fight gambling we should find other ways, like educating younger generations about the expected harms.",a2,Gambling should not be banned,1
3205_3213,"people should have the right to do whatever they want with their money, even risking it, especially in gambling where they know that it is likely they will lose their money",gambling can give hope to many people. knowing that i might have a chance of winning and turning my life around is beneficial to me and helps me live my life even if its unlikely,a1,Gambling should not be banned,1
3221_3235,in many cases it gives people hope that they can get out of their situation. life is very depressing when you don't have hope.,we should not ban gambling because there is no evidence that it makes cities less safe or causes crime.,a2,Gambling should not be banned,1
3255_3256,people don't really get addicted to gambling. they just enjoy it - why should you ban that?,people have a right to spend their money as they wish even if they are hurting themselves.,a2,Gambling should not be banned,1
3257_3218,"casinos are a great tourist attractions, and so help tourism, especially in places where there are no tourism.","gambling is a great form of voluntary taxation, the revenue enables better welfare and infrastructure in impoverished neighborhoods.",a2,Gambling should not be banned,1
3242_3203,we should not ban gambling because there is no compelling public interest not to have people gambling.,we should not ban gambling because it can bring in a lot of tax revenue for cities.,a2,Gambling should not be banned,1
3221_3258,in many cases it gives people hope that they can get out of their situation. life is very depressing when you don't have hope.,there are other ways for the government to make sure people are informed about the dangers of gambling without banning it.,a2,Gambling should not be banned,1
3259_3260,"gambling wouldn't stop. banning it would make people to take it underground, and thus being exposed to a much more harmful surrounding.","even if we do believe gambling is harmful, there are other ways to avoid its destructive outcomes by institutionalizing and supervising it, for example.",a1,Gambling should not be banned,1
3261_3215,"it's common around other countries, tourist who enjoy gambling would go to other places, and the state will lose the money from tax",it provides most of the individuals that gamble with a huge amount of happiness and the states responsibility is to maximize happiness throughout the population,a1,Gambling should not be banned,1
3210_3212,"we believe people have the ability to choose for themselves whether or not to take that risk, after considering the pros and cons of gambling.","gambling is massively beneficial for a state's economy, since it benefits foreign tourism and creates lots of jobs, while the overall amount of money spent is fairly small.",a2,Gambling should not be banned,1
3262_3263,"if gambling become illegal, it usually get mixed with drugs and other types of crime, which can cause more damage to the people who will gamble illegally","the government has no right to ban gambling, since people should be able to decide for themselves if the dangers are worth it.",a2,Gambling should not be banned,1
3214_3243,people should be free to spend their money how they choose. gambling does not create unique harms when compared to other types of legal vices. it is a form of entertainment.,"many activities can be done in a dangerous or irresponsible way (like driving or mountain climbing), just because some people make bad decisions does not mean you should punish everyone.",a1,Gambling should not be banned,1
3254_3255,"banning is never a solution. to fight gambling we should find other ways, like educating younger generations about the expected harms.",people don't really get addicted to gambling. they just enjoy it - why should you ban that?,a1,Gambling should not be banned,1
3230_3251,"when gambling is banned, it still happens illegally, given that people still want to gamble and illegal organizations can benefit. in those instances, the violence suffered by those who can't pay is much worse.","people gamble in sums they can afford to lose. they care more for their children well being and having food, over some promise of money that never comes true, so they only spend a little.",a1,Gambling should not be banned,1
3248_3252,"while incredibly unlikely, some people do win large sums of money at gambling. the benefit to these people is huge and can turn their life around and its their right to try and achieve it","the vast majority of people who gamble mostly have a fun, memorable experience and don't lose significant amounts of money. it makes sense to prioritize that over the small minority that does get harmed.",a2,Gambling should not be banned,1
3248_3226,"while incredibly unlikely, some people do win large sums of money at gambling. the benefit to these people is huge and can turn their life around and its their right to try and achieve it","gambling is the current employment of many specialized workeea, many of which are old, and so thay probably won't be able to find a good job after the banning of gambling.",a2,Gambling should not be banned,1
3264_3265,gambling creates jobs and economic activity in areas that often don't have many other attractions.,we should not ban gambling because it is a victim-less crime.,a1,Gambling should not be banned,1
3238_3199,"people know that gambling can be addictive and a wast of money, but if they still freely chose to participle in this, it's their choise.","banning gambling won't stop the phenomena. it will only enhance illegal underground gambling. giving that, the supervision on gambling will be much harder and people will get harm more severly",a2,Gambling should not be banned,1
3228_3229,"it is much easier to supervise legal places. otherwise people who need money will go to underground gambling places, where it is much more likely they'll get involved with crime and violence","people are allowed to make bad decisions. people know that gambling is unlikely to yield rewards and could be addictive, but they choose to do it anyway and thats a legitimate choice",a1,Gambling should not be banned,1
3243_3225,"many activities can be done in a dangerous or irresponsible way (like driving or mountain climbing), just because some people make bad decisions does not mean you should punish everyone.","if we ban gambling, addicted gamblers will go to illegal gambling sites, and so we as a government will lose any and all of our ways to regulate the harm done to them.",a2,Gambling should not be banned,1
3216_3209,casinos can revive economically depressed areas by encouraging the creation of infrastructure that is useful for businesses besides casinos.,"people are allowed to harm themselves, for example by smoking, and gambling is no different because it harms the person who gamble alone",a1,Gambling should not be banned,1
3266_3265,individuals are free to choose for themselves how they use their money,we should not ban gambling because it is a victim-less crime.,a1,Gambling should not be banned,1
3205_3211,"people should have the right to do whatever they want with their money, even risking it, especially in gambling where they know that it is likely they will lose their money","gambling has good attributes to it. it does make people happy, often reduces pressure, and gives people hope. the latter is especially true for the poor - whose lives are otherwise often hopeless.",a1,Gambling should not be banned,1
3267_3215,"fair gambling (as in, not rigged) allows people a chance to earn enough money to get themselves a better life, better house, better education for them or their children.",it provides most of the individuals that gamble with a huge amount of happiness and the states responsibility is to maximize happiness throughout the population,a1,Gambling should not be banned,1
3268_3240,banning gambling will only move gamblers to illegal gambling,"most people don't get addicted, we hurt the majority to ""save a few people""",a1,Gambling should not be banned,1
3245_3235,we should not ban gambling because it is unenforceable and undermines people's respect for the law as a whole.,we should not ban gambling because there is no evidence that it makes cities less safe or causes crime.,a2,Gambling should not be banned,1
3261_3201,"it's common around other countries, tourist who enjoy gambling would go to other places, and the state will lose the money from tax","most people don't spend a lot (and we can even cap the amount), and then the gov damages almost don't happen",a1,Gambling should not be banned,1
3266_3219,individuals are free to choose for themselves how they use their money,"gambling does help people. some people win, and the money they get improve their life.",a1,Gambling should not be banned,1
3209_3269,"people are allowed to harm themselves, for example by smoking, and gambling is no different because it harms the person who gamble alone",if we ban it there will be black market gambling which is much more dangerous for individuals and their surroudnings,a2,Gambling should not be banned,1
3221_3257,in many cases it gives people hope that they can get out of their situation. life is very depressing when you don't have hope.,"casinos are a great tourist attractions, and so help tourism, especially in places where there are no tourism.",a2,Gambling should not be banned,1
3202_3216,it's going to happen anyway in a black market. we need regulation,casinos can revive economically depressed areas by encouraging the creation of infrastructure that is useful for businesses besides casinos.,a2,Gambling should not be banned,1
3215_3218,it provides most of the individuals that gamble with a huge amount of happiness and the states responsibility is to maximize happiness throughout the population,"gambling is a great form of voluntary taxation, the revenue enables better welfare and infrastructure in impoverished neighborhoods.",a2,Gambling should not be banned,1
3201_3257,"most people don't spend a lot (and we can even cap the amount), and then the gov damages almost don't happen","casinos are a great tourist attractions, and so help tourism, especially in places where there are no tourism.",a2,Gambling should not be banned,1
3270_3228,"we should not ban gambling because it is unfair to punish one industry rooted in vice while we allow cigarettes, alcohol, and now even marijuana in the same cities.","it is much easier to supervise legal places. otherwise people who need money will go to underground gambling places, where it is much more likely they'll get involved with crime and violence",a2,Gambling should not be banned,1
3264_3255,gambling creates jobs and economic activity in areas that often don't have many other attractions.,people don't really get addicted to gambling. they just enjoy it - why should you ban that?,a1,Gambling should not be banned,1
3209_3239,"people are allowed to harm themselves, for example by smoking, and gambling is no different because it harms the person who gamble alone",gambling is a meaningful way for people to unwind and have fun either alone or with friends.,a1,Gambling should not be banned,1
3224_3242,casinos are generally touristic sites drawing more tourists into the country who spend money that strengthen the economy and state funds,we should not ban gambling because there is no compelling public interest not to have people gambling.,a1,Gambling should not be banned,1
3245_3216,we should not ban gambling because it is unenforceable and undermines people's respect for the law as a whole.,casinos can revive economically depressed areas by encouraging the creation of infrastructure that is useful for businesses besides casinos.,a2,Gambling should not be banned,1
3271_3247,the government should stop interfering with peoples life choices.,there will be a black market and it's better if it is regulated,a2,Gambling should not be banned,1
3241_3255,"people are free to choose where to spend their money, we don't have any right to stop them",people don't really get addicted to gambling. they just enjoy it - why should you ban that?,a1,Gambling should not be banned,1
3272_3199,"specific regulated gambling venues can drastically increase the tourism, which gets more money for the country that later cascades down onto all the citizens.","banning gambling won't stop the phenomena. it will only enhance illegal underground gambling. giving that, the supervision on gambling will be much harder and people will get harm more severly",a2,Gambling should not be banned,1
3232_3222,"people should be allowed to take risks, even if they're unlikely to pay off. just like taking on dangerous jobs like the army, which gamble with their life,people should be allowed gamble for high rewards","everyone knows people are not likely to get rich via gambling, because the risk is very substantial, so gamblers know exactly what they are going into and are informed enough in order to do so",a2,Gambling should not be banned,1
3260_3199,"even if we do believe gambling is harmful, there are other ways to avoid its destructive outcomes by institutionalizing and supervising it, for example.","banning gambling won't stop the phenomena. it will only enhance illegal underground gambling. giving that, the supervision on gambling will be much harder and people will get harm more severly",a2,Gambling should not be banned,1
3273_3205,any prohibition on something gives it an aura of something people are attracted to; examples range from alcohol in the 1920s to modern-day marijuana use. banning it will make gambling more popular.,"people should have the right to do whatever they want with their money, even risking it, especially in gambling where they know that it is likely they will lose their money",a2,Gambling should not be banned,1
3274_3245,we should not ban gambling because adults can make their own decisions about how to use their money.,we should not ban gambling because it is unenforceable and undermines people's respect for the law as a whole.,a1,Gambling should not be banned,1
3275_3259,"we do not forbid anything that is addictive. chocolate is addictive, even seeing series on netflix is addictive, yet we let people decide on themselves.","gambling wouldn't stop. banning it would make people to take it underground, and thus being exposed to a much more harmful surrounding.",a2,Gambling should not be banned,1
3268_3247,banning gambling will only move gamblers to illegal gambling,there will be a black market and it's better if it is regulated,a1,Gambling should not be banned,1
3206_3248,"hard to help those in need. a black market is likely to be formed, but now we won't know who the gamblers are, and won't be able to provide help to their suffering family.","while incredibly unlikely, some people do win large sums of money at gambling. the benefit to these people is huge and can turn their life around and its their right to try and achieve it",a1,Gambling should not be banned,1
3202_3274,it's going to happen anyway in a black market. we need regulation,we should not ban gambling because adults can make their own decisions about how to use their money.,a2,Gambling should not be banned,1
3264_3236,gambling creates jobs and economic activity in areas that often don't have many other attractions.,"many people gamble, making it a possibility for a prosperous source of market.",a1,Gambling should not be banned,1
3264_3219,gambling creates jobs and economic activity in areas that often don't have many other attractions.,"gambling does help people. some people win, and the money they get improve their life.",a1,Gambling should not be banned,1
3276_3198,"in the us, native american communities will rely on casinos to bring in revenue to areas that are otherwise underserved.",it is unfair to punish the gambling industry and gamblers for associated crime since they do not cause it and criminals should be punished regardless.,a1,Gambling should not be banned,1
3232_3214,"people should be allowed to take risks, even if they're unlikely to pay off. just like taking on dangerous jobs like the army, which gamble with their life,people should be allowed gamble for high rewards",people should be free to spend their money how they choose. gambling does not create unique harms when compared to other types of legal vices. it is a form of entertainment.,a2,Gambling should not be banned,1
3231_3199,"gamblers know that they are likely to lose money, they do it because they enjoy the leisure activity and would be spending that money on other attractions anyway.","banning gambling won't stop the phenomena. it will only enhance illegal underground gambling. giving that, the supervision on gambling will be much harder and people will get harm more severly",a2,Gambling should not be banned,1
3213_3237,gambling can give hope to many people. knowing that i might have a chance of winning and turning my life around is beneficial to me and helps me live my life even if its unlikely,"gambling is a generally low-risk way to help poor people maintain hope of having a better life, for example by purchasing the winning ticket - it doesn't cost much but can make a huge difference",a2,Gambling should not be banned,1
3214_3211,people should be free to spend their money how they choose. gambling does not create unique harms when compared to other types of legal vices. it is a form of entertainment.,"gambling has good attributes to it. it does make people happy, often reduces pressure, and gives people hope. the latter is especially true for the poor - whose lives are otherwise often hopeless.",a1,Gambling should not be banned,1
3269_3277,if we ban it there will be black market gambling which is much more dangerous for individuals and their surroudnings,"if gamling will be banned people will still find illegal places to ban, which will get normative people involed with criminals",a1,Gambling should not be banned,1
3197_3246,"supervised reasonable gambling, done under strict restrictions that protects the gambler, is very enjoyable and enriches the gamblers life. it is not more wasteful then going to a fancy restaurant.",we should not ban gambling because it drives gambling online where there is no regulation and where addicts are more easily taken advantage of.,a2,Gambling should not be banned,1
